Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back-Calculated Length Option 2 (Ernst Method_regression),Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,June U,July U,August U,September U,October U,November U,December U,June V,July V,August V,September V,October V,November V,December V,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,Avg Discharge,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA
2011,4.5,PC0610_11,PC0610,29.42406667,-85.4395,,1,1.106,2007,1.106,,2.10,51,0.2,26.90080863,31.16696,0.342,,26.90080863,,,-12.8,-23.45,-22.54,-14.13,3.769,20.81,22.33,-0.25000157,-0.04000157,0.61999841,-0.18000157,0.44999842,2.78999836,0.65999841,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0824,0.0822,0.081,0.0985,0.1145,0.0566,0.0021
2011,4.5,PC0610_11,PC0610,29.42406667,-85.4395,,2,0.376,2008,1.482,0.339963834,2.10,51,0.2,35.98633265,41.75512,0.813,0.33774167,9.085524021,,,-14.61,-22.23,-19.67,-7.28,-0.67,27.5,22.79,-0.88000155,-0.26000157,-0.05000157,-0.24000157,-0.21000157,3.50999835,3.38999835,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0868,0.1071,0.0652,0.2129,0.1615,0.0912,0.0329
2011,4.5,PC0610_11,PC0610,29.42406667,-85.4395,,3,0.306,2009,1.788,0.206477733,2.10,51,0.2,43.38040273,50.37208,1.420,0.205468842,7.394070081,,,-15.950001,-21.920001,-19.280001,-10.940001,3.449998,24.149998,2.089998,0.009998426,0.509998415,0.459998416,0.589998413,1.209998399,3.759998342,9.599998211,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0506,0.0964,0.1173,0.2094,0.178,0.1587,0.021
2011,4.5,PC0610_11,PC0610,29.42406667,-85.4395,,4,0.23,2010,2.018,0.128635347,2.10,51,0.2,48.9380371,56.84888,2.033,0.128113941,5.557634375,,,-18.290001,-26.750001,-27.090001,-13.830001,5.949998,14.129998,19.619998,0.27999842,0.19999842,0.31999842,0.01999843,0.77999841,-0.40000156,2.11999838,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0923,0.1153,0.1305,0.1652,0.1213,0.0608,-0.0729
2011,4.5,PC0610_11,PC0610,29.42406667,-85.4395,na,4.5,0.083,2011,2.101,0.041129832,2.10,51,0.2,50.9436182,59.18616,2.292,0.04098205,2.0055811,,,-9.130001,-20.100001,-18.770001,-3.590001,9.269998,26.729998,31.959998,0.19999842,0.31999842,0.60999841,0.52999841,-0.49000156,0.09999842,7.01999827,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0629,0.1167,0.1382,0.1146,0.1092,0.0948,0.0762
2011,4.5,PC0720_6,PC0720,30.10545,-86.35315,,1,0.936666667,2007,0.937,,1.68,38,0.2,21.26503871,26.39853333,0.170,,21.26503871,,,-12.8,-23.45,-22.54,-14.13,3.769,20.81,22.33,-0.25000157,-0.04000157,0.61999841,-0.18000157,0.44999842,2.78999836,0.65999841,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0746,0.0545,0.0691,0.1109,0.1517,0.0726,-0.007
2011,4.5,PC0720_6,PC0720,30.10545,-86.35315,,2,0.366666667,2008,1.303,0.391459075,1.68,38,0.2,29.51995235,36.72386667,0.451,0.388191799,8.254913639,,,-14.61,-22.23,-19.67,-7.28,-0.67,27.5,22.79,-0.88000155,-0.26000157,-0.05000157,-0.24000157,-0.21000157,3.50999835,3.38999835,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0688,0.1017,0.0275,0.2305,0.1726,0.0875,0.0048
2011,4.5,PC0720_6,PC0720,30.10545,-86.35315,,3,0.186666667,2009,1.490,0.143222506,1.68,38,0.2,33.72245384,41.9804,0.670,0.142361391,4.202501489,,,-15.950001,-21.920001,-19.280001,-10.940001,3.449998,24.149998,2.089998,0.009998426,0.509998415,0.459998416,0.589998413,1.209998399,3.759998342,9.599998211,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.0534,0.0691,0.0979,0.2195,0.1649,0.1785,0.0235
2011,4.5,PC0720_6,PC0720,30.10545,-86.35315,,4,0.146666667,2010,1.637,0.098434004,1.68,38,0.2,37.0244193,46.11053333,0.885,0.097915931,3.301965456,,,-18.290001,-26.750001,-27.090001,-13.830001,5.949998,14.129998,19.619998,0.27999842,0.19999842,0.31999842,0.01999843,0.77999841,-0.40000156,2.11999838,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.1098,0.1214,0.1354,0.1927,0.0954,0.0674,-0.0705
2011,4.5,PC0720_6,PC0720,30.10545,-86.35315,0.85,4.5,0.043333333,2011,1.680,0.026476578,1.68,38,0.2,38,47.3308,0.957,0.026349656,0.975580703,,,-9.130001,-20.100001,-18.770001,-3.590001,9.269998,26.729998,31.959998,0.19999842,0.31999842,0.60999841,0.52999841,-0.49000156,0.09999842,7.01999827,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.082,0.1157,0.1124,0.1378,0.1046,0.1174,0.0575
2011,4.5,PC0920_12,PC0920,29.6201,-88.04311667,,1,1.22,2007,1.220,,1.91,36,0.2,23.02039393,34.3772,0.215,,23.02039393,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0447,0.0246,0.0711,0.0994,0.1337,0.0799,-0.0141
2011,4.5,PC0920_12,PC0920,29.6201,-88.04311667,,2,0.28,2008,1.500,0.229508197,1.91,36,0.2,28.26215792,42.262,0.396,0.227700881,5.241763988,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0539,0.1096,0.0308,0.1856,0.1965,0.0763,0.0058
2011,4.5,PC0920_12,PC0920,29.6201,-88.04311667,,3,0.206666667,2009,1.707,0.137777778,1.91,36,0.2,32.13107896,48.08173333,0.580,0.136894042,3.868921039,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.066,0.0529,0.1146,0.2118,0.1826,0.1803,0.0406
2011,4.5,PC0920_12,PC0920,29.6201,-88.04311667,,4,0.173333333,2010,1.880,0.1015625,1.91,36,0.2,35.37598048,52.9628,0.773,0.100989497,3.244901516,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0757,0.1058,0.0995,0.1865,0.1251,0.097,-0.0611
2011,4.5,PC0920_12,PC0920,29.6201,-88.04311667,0.782,4.5,0.033333333,2011,1.913,0.017730496,1.91,36,0.2,36,53.90146667,0.814,0.017639639,0.624019522,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0657,0.0845,0.1111,0.1158,0.0928,0.1116,0.0751
2011,4.5,PC1010_10,PC1010,29.51233333,-88.68658333,,1,0.99,2007,0.990,,2.06,55,0.2,26.56478028,27.9004,0.329,,26.56478028,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0341,0.0168,0.0564,0.1218,0.148,0.0997,-0.0171
2011,4.5,PC1010_10,PC1010,29.51233333,-88.68658333,,2,0.48,2008,1.470,0.484848485,2.06,55,0.2,39.36062916,41.4172,1.062,0.481684725,12.79584887,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0227,0.0655,-0.0154,0.2055,0.2155,0.0709,0.0149
2011,4.5,PC1010_10,PC1010,29.51233333,-88.68658333,,3,0.236666667,2009,1.707,0.160997732,2.06,55,0.2,45.66969353,48.08173333,1.655,0.160288708,6.309064375,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.023,0.0319,0.0944,0.2199,0.164,0.187,0.0685
2011,4.5,PC1010_10,PC1010,29.51233333,-88.68658333,,4,0.276666667,2010,1.983,0.162109375,2.06,55,0.2,53.04507864,55.87266667,2.585,0.161494079,7.375385114,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0628,0.1142,0.0981,0.1983,0.0961,0.1037,-0.0622
2011,4.5,PC1010_10,PC1010,29.51233333,-88.68658333,2.852,4.5,0.073,2011,2.056,0.036806723,2.06,55,0.2,54.99111399,57.92834667,2.878,0.036686445,1.946035349,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0214,0.0389,0.0541,0.0987,0.0964,0.102,0.0756
2011,4.5,PC1010_11,PC1010,29.51233333,-88.68658333,,1,1.01,2007,1.010,,2.04,61,0.2,30.28690535,28.4636,0.487,,30.28690535,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0341,0.0168,0.0564,0.1218,0.148,0.0997,-0.0171
2011,4.5,PC1010_11,PC1010,29.51233333,-88.68658333,,2,0.363333333,2008,1.373,0.359735974,2.04,61,0.2,41.12097433,38.69506667,1.210,0.357714625,10.83406899,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0227,0.0655,-0.0154,0.2055,0.2155,0.0709,0.0149
2011,4.5,PC1010_11,PC1010,29.51233333,-88.68658333,,3,0.293333333,2009,1.667,0.213592233,2.04,61,0.2,49.86774563,46.95533333,2.150,0.21270827,8.746771293,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.023,0.0319,0.0944,0.2199,0.164,0.187,0.0685
2011,4.5,PC1010_11,PC1010,29.51233333,-88.68658333,,4,0.27,2010,1.937,0.162,2.04,61,0.2,57.91875102,54.55853333,3.359,0.16144715,8.051005395,,,-18.600001,-27.050001,-27.530001,-13.990001,6.349998,14.729998,20.449998,0.1399984,0.1599984,0.2499984,-0.1000016,1.2699984,0.1399984,2.7299984,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,427.2047619,0.0628,0.1142,0.0981,0.1983,0.0961,0.1037,-0.0622
2011,4.5,PC1010_11,PC1010,29.51233333,-88.68658333,3.64,4.5,0.103,2011,2.040,0.053184165,2.04,61,0.2,60.99006049,57.45901333,3.918,0.053027895,3.071309465,,,-9.090001,-20.280001,-18.810001,-3.710001,9.389998,26.569998,30.669998,-0.02000157,0.19999842,0.54999841,0.59999841,0.88999841,1.40999839,7.41999826,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,523.8666667,0.0214,0.0389,0.0541,0.0987,0.0964,0.102,0.0756
2011,4.5,PC1010_19,PC1010,29.51233333,-88.68658333,,1,0.943333333,2007,0.943,,1.87,51,0.2,25.76731351,26.58626667,0.301,,25.76731351,,,-12.92,-23.65,-22.96,-14.17,4.069,20.51,20.74,-0.3200016,-0.1100016,0.4899984,-0.2900016,0.6899984,3.3099984,0.9299984,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,328.4122888,0.0341,0.0168,0.0564,0.1218,0.148,0.0997,-0.0171
2011,4.5,PC1010_19,PC1010,29.51233333,-88.68658333,,2,0.353333333,2008,1.297,0.374558304,1.87,51,0.2,35.35392558,36.53613333,0.772,0.372045462,9.586612071,,,-14.99,-22.36,-19.86,-7.54,-0.37,27.51,21.56,-1.0000016,-0.4300016,-0.2300016,-0.3600016,-0.2600016,4.6199983,3.2599984,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,467.7794163,0.0227,0.0655,-0.0154,0.2055,0.2155,0.0709,0.0149
2011,4.5,PC1010_19,PC1010,29.51233333,-88.68658333,,3,0.283333333,2009,1.580,0.218508997,1.87,51,0.2,43.04130319,44.5148,1.387,0.217440566,7.687377604,,,-16.250001,-22.280001,-19.880001,-11.260001,3.219998,23.649998,4.049998,-0.07000157,0.42999842,0.30999842,0.59999841,2.27999838,4.05999834,9.9899982,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,615.2190476,0.023,0.0319,0.0944,0.2199,0.164,0.187,0.0685
